Index,star_name,galaxy_name,size,color,distance_from_earth,likelihood_of_life,num_surr_planets,type_of_star,p_life
100633,Geha hene,Bayi xeba,3.381587034233605,#8F9DAB,12737605886.127142,26.166782,2,Giant,26
100643,Fune giko,Razi zonu,15.181341554645448,#517B96,6132334328.388654,57.099453,7,Neutron,57
100645,Vejo lite,Siqo zogi,25.747635905870396,#40C9AE,2243439858.296206,22.553556,11,Supergiant,22
100646,Guzo liko,Buje kuwo,32.827020926078085,#7611D3,1696737403.7357838,92.616165,3,Neutron,92
100666,Qabu jiqu,Xena qule,45.28960605321824,#3221CD,3994436615.4179597,51.119717,15,Neutron,51
100667,Lemi side,Deco naro,45.57837850453311,#F4F879,9644204515.778244,66.78386,4,Main Sequence,66
100675,Xuju xomo,Wobo cezi,32.84129252697795,#D48D34,9538606684.75372,96.77901,16,Supergiant,96
100676,Zoto yodo,Tiqu bece,28.868445167848392,#6FC661,2747684115.115176,43.321495,12,Giant,43
100677,Laqu xofu,Jeme gixo,13.757832507216808,#E3FB3A,2929078803.228844,66.2334,17,Red Dwarf,66
100682,Beco koji,Yuwo lubu,37.04383525817245,#180D3F,5104246041.066839,58.31887,11,Supergiant,58
100684,Cewu repa,Nudi zaxu,22.07902233732039,#C89F0D,7588971740.158683,24.5618,12,Supergiant,24
100686,Jome waru,Nazo sonu,15.269198978426886,#61FF48,3615616729.890697,93.42794,14,Giant,93
100702,Qohe poja,Bulo femu,44.36622721645173,#54D02C,12065271111.892641,68.856476,2,Red Dwarf,68
100703,Pale wipa,Mebo fabo,30.79840414104074,#487B9C,894365621.869597,91.30322,7,Red Dwarf,91
100709,Cero suje,Qimo hidi,21.880011694067647,#CBE804,5784082634.569395,55.082806,4,Neutron,55
100711,Nadu dibi,Kuzu woxe,43.441069199867634,#49F831,11354463467.927172,24.635092,2,White Dwarf,24
100713,Hipo hosi,Powe zapu,41.97236736015588,#F349A9,10397398747.019985,1.0322403,2,White Dwarf,1
100714,Fone have,Karu lehi,39.26537486613289,#B49FC0,8598356046.696943,24.966402,7,Giant,24
100716,Cijo rero,Muxe jeku,40.349460246187945,#4E232E,5945688175.12817,21.808554,18,Main Sequence,21
100722,Rosa dewe,Poqi xegu,6.286510037140508,#501734,9557949262.058487,36.790028,1,Main Sequence,36
100724,Vavi heti,Niqu moha,2.668075273829944,#BA6107,1171557434.9919615,62.422188,12,Neutron,62
100726,Movu dero,Quce diqe,27.60894686942347,#B7F406,1710257012.4491851,76.84896,9,Red Dwarf,76
100727,Hape pagi,Suli resi,8.624526482549442,#D256D3,6923950655.842149,12.400888,9,Neutron,12
100730,Loqe jere,Qige xezu,40.231691345820565,#103941,1107753846.980275,5.103114,14,Red Dwarf,5
100736,Pova ciqa,Cena kagi,9.023108544242197,#13DDF0,2334687053.614543,0.88506716,13,White Dwarf,0
100737,Pupo xipu,Ceno pulo,8.159505019525268,#F58FEB,6404245491.614087,98.786476,11,White Dwarf,98
100746,Riga feye,Paje togi,40.04338644214824,#9CE59D,12152643602.63658,20.924294,19,Red Dwarf,20
100747,Gopu tuhi,Koti nosa,18.839597324200337,#8E4438,4773252759.30667,75.290344,4,White Dwarf,75
100748,Pofu guxu,Hemi nuci,31.85291023298136,#FB45C7,11597608639.336613,52.369785,13,Red Dwarf,52
100757,Yaha kazo,Kuni waqa,42.397593450752375,#63D05E,2576461909.8395634,2.553839,16,Main Sequence,2
100761,Rezi todi,Kuwo nigu,39.43941124133458,#EA4D0C,3234209649.879819,0.2383458,10,Neutron,0
100768,Kixe ligu,Qica mesa,38.001403622193116,#76E6C1,9983775945.39135,40.02847,7,Red Dwarf,40
100772,Juya niqi,Cayo rafo,40.36641231407425,#F8F5E3,9089909692.464151,76.74106,14,Supergiant,76
100783,Qaru deva,Hopi pulu,18.8068696230555,#D93AD3,7466106349.681404,70.26186,3,Neutron,70
100788,Nivi kude,Hayi sake,31.418852086563707,#5800BB,5629595549.201344,73.802734,4,Neutron,73
100790,Qoxa gobu,Yuce soma,42.86836939657368,#802FD7,11012343364.461716,99.89859,7,Red Dwarf,99
100794,Moxi bajo,Koya cumu,6.904176321282525,#DD1AEC,717813340.0221281,81.92583,9,White Dwarf,81
100806,Qogu wafo,Gidi nute,29.402488286820116,#1CB527,11390978464.011393,12.403808,18,Giant,12
100810,Japo heti,Delo supi,48.328423876469955,#EBB884,7189489058.943701,22.597279,14,White Dwarf,22
100813,Vufi hafi,Powe cize,4.290416344988987,#D2B1BE,12021189782.127972,49.411335,14,Neutron,49
100814,Caye xane,Navu jeme,34.06435545388994,#E68CAC,8800330060.635546,88.68552,7,Red Dwarf,88
100828,Goqu fimu,Jaso vuyo,39.820590423924514,#6D60E8,6665793169.017223,15.266084,17,Giant,15
100839,Vala yexi,Role voqi,27.377069047275334,#476533,9176721895.861046,66.15909,7,Supergiant,66
100841,Famo yupi,Geve quza,48.0706237885678,#817F72,11343861720.200577,91.98907,3,Supergiant,91
100849,Vuka qezi,Mage boku,37.65849826603239,#57BA62,5138276959.224245,23.705818,8,Neutron,23
100851,Dile wobu,Wowa yibi,24.499270222957108,#EB3F8B,1242390368.2575943,33.85349,19,White Dwarf,33
100852,Xipo wepo,Quja sogo,28.93589701098819,#D676C0,5109167846.982694,43.712765,18,Neutron,43
100857,Tuko vuza,Nutu vipe,19.46279204001941,#9F2C3C,1418297716.8528688,39.84963,13,Main Sequence,39
100864,Bato cige,Vacu wadu,48.77542095027846,#A5E8FC,128653484.17173441,38.672802,6,White Dwarf,38
100869,Voke lozo,Bire nuwa,23.634604696743043,#BF6FDE,3574898257.834358,38.187305,18,Supergiant,38
100871,Vimi joxi,Leji wiga,40.100053807869685,#6C397D,4597474572.134598,82.41997,5,Main Sequence,82
100879,Deco pibi,Moqo nuge,38.02252778242691,#9DBBB2,8039393580.471025,67.86302,9,Red Dwarf,67
100880,Meju zacu,Liyi jono,29.7353250510204,#D27E8B,11987432915.137304,74.11286,6,Giant,74
100884,Veba riqu,Juto towe,48.4279875444503,#34D177,6928025786.37655,95.50142,1,Neutron,95
100885,Zipi yose,Guhe lisa,38.80853073296312,#BD4F8C,12204511842.042255,87.73696,7,Neutron,87
100899,Naza wija,Lola qoce,38.442536412734725,#ADB1C8,12181885915.096275,17.816021,1,Main Sequence,17
100903,Cepu bunu,Fako feza,34.661252211765394,#012A58,6542279826.910888,96.610374,5,Giant,96
100904,Catu wetu,Toje yego,42.93373473329386,#F7D5F0,9969247527.737783,45.882545,16,White Dwarf,45
100910,Lufa roxa,Rame heze,31.794668425245472,#A07865,7892855704.038469,66.40763,2,Neutron,66
100912,Robu faka,Ciqo firu,27.557067327666157,#E1EF59,4645398669.109697,67.34954,7,Red Dwarf,67
100914,Nehu vohe,Cine vexu,26.953453304299895,#F74CA4,5690148415.414668,2.006407,2,Neutron,2
100917,Nowu xagi,Wamu wezo,10.882854700685739,#676862,7028690111.131432,41.478085,16,Giant,41
100919,Jebe wenu,Tibe hute,4.440295388723676,#1A8417,6848635807.602231,21.79395,15,Giant,21
100925,Pihu heve,Juce kube,8.707301933018702,#E46090,10166911948.881342,87.31489,0,White Dwarf,87
100929,Zevo qapu,Tehe kowo,46.28704634394579,#FCD347,885608249.4172806,63.559113,1,White Dwarf,63
100934,Suga zoye,Gofa tako,10.683008455255743,#DB775A,8002453130.69587,93.938255,2,Giant,93
100935,Moge laku,Misi cema,3.0741463132612115,#6F91E4,9440033523.541258,15.325556,12,White Dwarf,15
100946,Fobu jeju,Piri reho,11.076815343812898,#D23E8C,2877981669.1609173,12.973879,19,Supergiant,12
100949,Cazu gasa,Tewo xecu,35.93385935989006,#6F2966,6289825680.047538,71.07019,5,White Dwarf,71
100962,Maho xohi,Toba muba,36.647411008308936,#46CB6E,2376374243.743408,29.537254,18,Giant,29
100964,Bojo yemu,Liwo neje,30.14192773685152,#88345F,11676934892.87551,29.774382,5,Red Dwarf,29
100966,Dubo palu,Paxe xudi,18.462767779046015,#83C143,12415557257.478764,93.320915,16,Neutron,93
100973,Liba fepo,Zuwe gena,9.195712968199226,#C67A2C,2602534401.69783,72.40557,18,White Dwarf,72
100975,Yaqe katu,Fowa hema,47.31732553109367,#542C49,12613768694.591822,16.887781,2,Red Dwarf,16
100979,Yori bafa,Tejo bili,29.685757347448853,#36BF98,2485195314.3403406,79.19195,10,Neutron,79
100982,Pufi misi,Xemo dale,42.584395260325266,#465026,8384442479.070128,31.545101,2,White Dwarf,31
100983,Kere jito,Xafa yixu,34.196929231603605,#CB6B3F,9301309896.355404,46.535206,6,White Dwarf,46
100984,Qoge qini,Huko vera,15.73978778526192,#EA2383,912064469.220531,86.10418,5,Main Sequence,86
100985,Voti zasi,Rexi kese,48.72848716405187,#1C671A,6830645063.290468,66.5419,6,Supergiant,66
100986,Covo keje,Dozo yixu,43.94460294592966,#4621C4,974103524.1432105,34.68877,4,White Dwarf,34
100989,Rovu qita,Dowa cebe,29.776447103059965,#E85689,7597063165.493148,9.541754,8,White Dwarf,9
100997,Vadu furu,Roye qeqi,11.378499511256246,#560A8E,2591166721.307399,92.155136,13,Neutron,92
101006,Jawu doqe,Risu jeke,43.13920542943439,#409D5D,2472428967.919787,95.33836,6,Neutron,95
101007,Vejo mazo,Xuvu tiva,17.75764963595867,#274012,7372046948.947982,58.27797,0,Giant,58
101008,Wuti sazu,Polo kosi,43.716387351649935,#DE4822,11549205969.247036,61.078613,9,Main Sequence,61
101009,Case mipo,Woxa faja,16.035739967401398,#8E5B28,4675047226.844657,38.34634,3,Supergiant,38
101015,Kazu hivu,Ceme deka,11.410051069411287,#1B9089,7023652199.573363,65.0669,0,Giant,65
101016,Xexo qaye,Bufa qofe,17.051052820250035,#7D3304,278174246.611339,10.870888,0,Neutron,10
101017,Pude saqi,Jase japa,1.322185554563195,#855693,6562920802.721726,5.8792014,5,Red Dwarf,5
101026,Cilu vive,Yoge savo,22.69978018792319,#7FF408,2593523580.372539,85.35479,11,Main Sequence,85
101029,Mogo meqa,Hebo buri,12.797091091940427,#DDAA14,495365092.90311044,50.296696,13,Neutron,50
101034,Gutu vaca,Zipa xeho,26.840350462881055,#64F5D0,10840521638.27702,18.077927,16,Main Sequence,18
101042,Qequ cevi,Xeya yoqi,35.69174698540971,#D7D6AD,8950622094.037352,23.52845,9,White Dwarf,23
101043,Babu piqo,Ciga difi,17.27237979050105,#2EF94B,4831633937.708506,61.986687,14,Neutron,61
101045,Fuvo qimu,Hivi jeje,39.28491506589796,#90F4D7,2779195706.5609064,55.555622,14,Giant,55
101054,Bozi tuyu,Piwu siqa,6.431744163895936,#AD5829,2448890236.9565334,21.867006,17,Giant,21
101058,Mowo heni,Luga duto,23.30885868792565,#9095E9,2134996576.5634027,0.1540907,6,White Dwarf,0
101068,Zazu bequ,Vago vozo,15.523794473244008,#8BA28E,4346094229.797676,98.13954,4,Supergiant,98
101072,Foxi pivi,Fuku qiru,2.049688373302803,#4B3A88,9194245182.342506,25.628006,10,White Dwarf,25
101073,Deya kasu,Ledu seyu,44.299476405281126,#C08E9B,274803520.7062263,94.43716,7,Red Dwarf,94
101076,Fohi quvu,Jamo tohe,32.61110776711541,#0F13C2,669585188.6480817,28.24502,9,White Dwarf,28
101081,Xima boqu,Zaru hapo,39.449858979893285,#DCE31D,3005642860.962211,59.70433,10,White Dwarf,59
101082,Fude gebi,Yomo xaya,32.95159364033181,#348964,10014612198.301292,84.350945,2,Giant,84
101084,Wotu xali,Poqo yaye,45.846964193254294,#7490EF,7654594218.47262,21.079967,11,Supergiant,21
101087,Gazo mapi,Hulo jafe,30.301412329644524,#12EF2D,12695455079.426058,73.95488,12,Neutron,73
101088,Noku nafe,Gobi coji,34.64404120536627,#FA69F8,1929621719.763258,99.299324,19,Supergiant,99
101098,Siqe qobu,Puto lara,24.38624922486542,#498B3D,10001010729.536026,85.54307,7,Red Dwarf,85
101101,Xino hogo,Vitu jeyu,11.629893221772516,#B8752E,8251844372.312657,54.27413,4,Red Dwarf,54
101102,Pure bani,Lile fayi,11.659071929818118,#36FFEC,9934206724.653423,49.183933,10,Red Dwarf,49
101106,Qevu suxi,Napu gole,39.835973422430584,#8D3293,2127218391.4221003,92.78481,14,Red Dwarf,92
101111,Vipe jora,Hixo vefe,34.72848987537014,#0B0193,12837605507.441538,40.203358,10,Supergiant,40
101117,Qewi xoba,Kevu jure,31.50280788281544,#8E172D,1829650456.675881,75.72052,6,Red Dwarf,75
101119,Luji wesa,Vebe sibu,12.411805630440169,#EBCD67,4326397451.01896,84.66313,4,Giant,84
101123,Haci movu,Leku zaxi,16.07328489299549,#675A07,8257055537.52313,54.1642,8,Giant,54
101141,Puwe yiwi,Rayu fiyo,11.819206620933354,#57B248,1815867566.5083103,62.883003,2,Main Sequence,62
101147,Qiqu doye,Jale vatu,19.778720518031164,#4B4D11,11227179494.756817,58.07089,5,Red Dwarf,58
101155,Hola tizo,Taca buyu,29.983984777137362,#FD6C78,6048331068.902165,84.70926,12,Giant,84
101160,Yoba tisu,Gijo race,12.594257587480831,#8EC1E0,4377375350.596248,39.92884,7,Red Dwarf,39
101161,Liwe gidi,Soha make,29.2060904665286,#CA1D87,12742300886.593748,55.632477,15,Supergiant,55
101172,Vese royu,Qefe gesa,42.02638481422671,#2DB154,7489438094.751775,84.5998,7,Giant,84
101178,Reto sabi,Yegi hana,11.11852620662373,#B637CB,1199828854.811217,49.874367,10,Main Sequence,49
101180,Gaci totu,Poxe duna,14.820281452884696,#067F34,4088117282.98584,2.9185781,17,Giant,2
101182,Goyo xeyo,Ceke jelo,19.779141767448102,#F85AB3,10546271590.881746,59.855686,18,Supergiant,59
101184,Zivo fuxu,Yada hele,30.206209805717627,#54D6F5,6788225236.337899,96.4895,16,Giant,96
101186,Boha xutu,Guco yawo,14.784979397894316,#482FCC,10423658417.233685,59.466766,10,Red Dwarf,59
101187,Qihu kehe,Bera bota,1.287913733972728,#6EB0A5,12581425723.812069,60.838463,10,Neutron,60
101191,Paci bito,Xone nebu,37.18086534150798,#385FD0,4014198927.5090895,0.21298264,19,Giant,0
101193,Padu cidi,Yamo leko,6.60443036782133,#99BEB6,8922190820.007093,34.867268,14,White Dwarf,34
101197,Feko jage,Habu yohi,23.228481131497116,#F1912B,6185333532.755685,40.85499,3,White Dwarf,40
101201,Nenu veba,Zowi nocu,3.326187160149678,#CAC5A2,2630527041.35654,8.323731,7,White Dwarf,8
101215,Zone deyu,Gaza dimu,6.452291046547626,#F30AE8,12337129401.17835,56.43942,17,White Dwarf,56
101228,Rasi seqo,Cifo mihe,13.659511410161599,#ED3C93,9403419340.536816,0.40917495,16,Giant,0
101229,Fupu gile,Vowa xohu,46.18214850245586,#1F00D1,7518145857.13405,56.883396,12,Main Sequence,56
101231,Vife muno,Foxe fala,9.666761734234855,#B2508E,11125432229.626074,88.22583,12,White Dwarf,88
101233,Guzi sizi,Xuva nide,37.019039924152395,#57CDB5,4452381966.741607,79.57133,16,Neutron,79
101239,Rozu naga,Sixe boye,49.86628302130953,#1A5F0F,12542907596.65629,11.790876,18,Supergiant,11
101241,Jivo xehe,Muja gipu,18.944336980630816,#57135C,10334326009.527985,96.32345,7,Supergiant,96
101244,Siti nuva,Fihe suli,43.92105596475389,#71F484,9013460105.333355,5.5718555,0,Supergiant,5
101248,Diqi kele,Tabi xusu,27.84744224910237,#F24C9E,2450700920.334242,19.194702,16,Giant,19
101252,Tape yaze,Cavu huju,39.10473476526943,#063B1D,6619196295.16511,53.277367,2,Main Sequence,53
101262,Simo wowa,Kewi begu,9.123606344646063,#8C9163,1398982471.1468616,18.038538,12,Red Dwarf,18
101272,Tute muka,Qeda nera,10.792894621227276,#78099D,2178942673.1051664,45.82631,17,Main Sequence,45
101282,Yovo voke,Kibi xoho,36.8447847920657,#4F7BF9,1445175880.137784,75.199,15,White Dwarf,75
101283,Lera qefa,Yeso feto,35.6388073804137,#187910,4167705161.7660427,99.96079,5,Giant,99
101286,Tibi juda,Jole veko,7.514166326872976,#F333AB,4521908213.545552,49.25003,8,Main Sequence,49
101288,Mupi tura,Nuqa sawi,42.48189274596422,#F91222,807336539.3330808,73.81512,9,Main Sequence,73
101292,Gobu paje,Waqa jana,39.79858263022598,#B6F56D,7568064166.985829,49.511204,1,Neutron,49
101294,Yiqe fusa,Quve qacu,19.588320507264726,#019DB3,1592506201.905118,3.0703628,8,Main Sequence,3
101295,Haru bape,Yeye zamo,41.41097206519617,#73FBC6,11670845879.05257,32.854206,1,Neutron,32
101298,Sazu movu,Hevo nulo,37.91858400148779,#47B06C,5215299020.901765,60.826653,9,Neutron,60
101303,Gito xiba,Zaqu boso,14.483185360526896,#3961A0,1279973223.5539908,2.2777448,8,Supergiant,2
101304,Xoce buho,Damu roji,35.24769812356741,#F0E7B5,9723637775.01005,90.04712,9,Red Dwarf,90
101308,Leqa vako,Doha qube,24.149066953515774,#998949,12108060497.28492,83.7424,10,Neutron,83
101309,Rite faqu,Vedo buki,9.623997545349534,#097881,9281028306.191942,45.18501,8,Red Dwarf,45
101310,Zuni fudu,Risu jeha,39.011559029644566,#F5229A,7291960179.344363,25.899399,15,Main Sequence,25
101312,Deqi diqe,Guku tepi,2.288356196779098,#AB62D8,4785239696.730667,44.079754,7,Neutron,44
101324,Baye rame,Xefo pije,39.59286442517421,#BB8EBB,3595999721.4720087,28.02801,16,Main Sequence,28
101325,Leri todi,Jiba jera,44.149715068855656,#3CB9AB,2168310863.200397,73.593414,2,White Dwarf,73
101326,Xixi vete,Nawa yofu,18.964510247090388,#5C92B7,11551846148.729288,1.4390624,2,Giant,1
101331,Gifu jugo,Dile tuxi,47.03944612565713,#9E59F6,7563240038.855502,63.345493,3,Neutron,63
101333,Ticu giti,Wapi sawa,49.25646655753545,#97827A,7531834341.420607,96.21033,7,White Dwarf,96
101335,Jeya pita,Labi zifi,26.719316127499255,#1C7AC9,5009932947.284843,34.573353,17,Giant,34
101337,Zuqe potu,Pewa gazu,38.58230760866826,#D9579F,10496217742.41039,0.575221,18,Red Dwarf,0
101340,Gole wixu,Qeqe wuse,9.076646908630602,#F5B924,8230557884.896532,11.38934,4,White Dwarf,11
101341,Gika diha,Voqa netu,12.099098469338182,#044F02,9325558191.063053,86.1202,6,Main Sequence,86
101348,Xani jaja,Guzu metu,15.648696971338072,#91004B,12722428799.872116,11.291107,19,Supergiant,11
101351,Xedu suyi,Juvo lusu,33.069624432508526,#3C7084,11985309905.863579,44.14514,12,White Dwarf,44
101354,Higo gaje,Wubi nofo,16.454284761694367,#E5D99A,9636203322.851217,58.658943,0,Neutron,58
101356,Vixo hogi,Vure deha,28.5682948219746,#0E20C1,4469729772.428781,10.902112,4,Neutron,10
101358,Roga gaza,Fovu bujo,40.15379990002138,#FE63AE,4873847833.546915,17.979311,0,White Dwarf,17
101361,Xoye dixe,Xayi ribo,20.821998546589867,#68D6CF,4423580493.857924,69.59193,19,Red Dwarf,69
101362,Xofo nuse,Josa kaje,43.0700812545174,#53DD0D,7009461734.5304985,60.69826,4,White Dwarf,60
101364,Seyi qoba,Yiku zoqa,22.990228263391423,#257A67,11869224000.488436,20.94967,18,Red Dwarf,20
101365,Mima jiyi,Bewe giyo,24.94548102404901,#F2468A,115643818.89890671,35.643066,1,White Dwarf,35
101367,Wiqu xeku,Heve vihe,22.840144611421483,#0D42A2,11012501007.870562,66.176056,16,Main Sequence,66
101376,Hifi qepe,Deda sere,48.44547732663635,#1E79B9,11886359340.543644,53.588783,16,Neutron,53
101380,Yubo ganu,Cixe qibu,48.29482291712272,#E17F6B,6752553691.676547,86.92905,13,Supergiant,86
101386,Tuku hewi,Face fimo,17.785097561003735,#0A019C,10053296167.351868,60.14458,12,Main Sequence,60
101388,Yabi libu,Copi jobi,48.73798788150083,#FCC6DC,10072144416.69839,68.332184,12,Supergiant,68
101389,Guru xuwu,Jolo yugu,26.835230879376237,#006EDE,11070448331.178116,46.191246,18,Red Dwarf,46
101392,Papi sabi,Ruji hufi,17.474635972201924,#CD7524,12790898998.266989,27.115948,8,White Dwarf,27
101393,Refi yuza,Zoge nupe,9.59962256051351,#5797F1,12572085033.302004,64.36815,8,Neutron,64
101396,Wuvi rezu,Hasi fofo,7.205845508548063,#860AA4,3961080856.0740557,94.37288,19,Giant,94
101397,Dipo qipo,Soho nayo,6.00986816101042,#AE7857,12669356528.84294,34.574657,5,Supergiant,34
101402,Jepo nusa,Jebi dota,28.559530025086957,#852565,2723392108.99272,83.77488,3,Red Dwarf,83
101405,Vuxu ziyu,Lolo reri,0.9831208971279191,#ABB9FA,5694524896.360473,58.610443,6,White Dwarf,58
101408,Boqo xonu,Geji wahi,17.55217460918128,#6384C6,2082171997.428462,18.54363,13,White Dwarf,18
101414,Jare vuka,Tudo saxu,31.234455671992293,#46BE6E,223800586.82319036,62.580498,11,Giant,62
101415,Hegu gapi,Paji nise,15.58886699215476,#65DD1B,1554210962.3120205,50.14638,3,Neutron,50
101420,Nuda diqi,Pito vuli,27.054716480940268,#E90810,10114338792.89904,34.54986,13,Supergiant,34
101425,Doho qozi,Pavi yiwa,34.94409781529832,#E5D1A4,9754092721.971931,55.137127,8,Supergiant,55
101427,Dumi muga,Codu lalu,42.58526185737476,#4AB64D,7325894165.250556,37.360077,8,Red Dwarf,37
101435,Miki zuwo,Cezi pesu,23.616987591203422,#82C1F5,4344137611.20803,62.704002,12,Neutron,62
101436,Kebo supi,Zumi dahu,14.93308117903056,#77B410,3478363327.1765175,87.08734,6,Red Dwarf,87
101444,Gibe cudi,Haxo jubi,41.19639399149221,#F8CE5B,3104685978.0878935,0.22081345,7,Supergiant,0
101447,Vive wuli,Weke moqe,18.804087934154886,#04E23F,6613115302.959534,0.84670717,1,White Dwarf,0
101450,Hibe xapa,Wefa bexi,15.827460734467346,#A38E4C,4501068032.279205,43.075016,14,Main Sequence,43
101454,Napi fafe,Mede rowe,6.074728805845898,#2ABD4A,10380370185.619097,9.42801,12,Red Dwarf,9
101455,Vize vuhe,Yoyu yebe,30.83216102044822,#55F158,9764764938.32544,72.266495,6,White Dwarf,72
101457,Qeso soma,Qiva cihe,39.688819097554315,#06DBCB,4029789239.953953,22.372988,2,Main Sequence,22
101458,Pola nija,Qode moji,38.49664551445145,#D35D53,12285260971.701845,47.425255,19,White Dwarf,47
101461,Nati loze,Qaqu tayo,36.20664655409,#821A1D,11700931651.773657,36.60606,9,White Dwarf,36
101462,Tiqe tego,Sudu yidi,26.766266790428002,#DB6BD4,7538206184.815406,94.334984,9,Neutron,94
101465,Safe boha,Jode jana,44.798636761872395,#A62228,2488762911.867808,31.451004,8,Red Dwarf,31
101476,Sigo ziki,Hoqa sibo,44.38057648506986,#A0416B,12124501708.982296,94.45687,10,Supergiant,94
101483,Jaso tiye,Heri puhe,24.947397788243798,#04E7AE,6231597079.866915,86.79567,12,Main Sequence,86
101484,Guco qeke,Rewi xelu,1.1829275061124411,#717F39,10621755891.241806,40.739113,6,Red Dwarf,40
101487,Zewi taru,Nopi diyu,29.51641363844588,#7FA9E8,8387046278.248108,71.85754,15,Giant,71
101491,Teho fegu,Cafi gule,13.753117805093572,#D914D8,11406079051.440687,96.221756,2,White Dwarf,96
101496,Hino goqe,Hupi facu,16.363579052051698,#F45CBD,8406263026.852195,36.03523,7,Red Dwarf,36
101497,Duvi risu,Fovu nuqu,29.585621524813046,#36E33E,2447257443.488687,58.91163,4,Neutron,58
101503,Yoye liki,Yewo puxo,40.779301773112444,#7FA21C,7360523337.924686,79.372055,0,Red Dwarf,79
101506,Kiki reca,Bamo jehe,29.30080580520632,#52D0A3,12947848528.96356,64.50494,3,White Dwarf,64
101508,Jici hoji,Kaki hojo,10.174527203801293,#33B9E4,10510152766.918432,55.417046,6,Main Sequence,55
101523,Qemi dotu,Qira gacu,10.113412361108606,#04E4B7,4369819570.352333,98.2047,9,Giant,98
101524,Gufi feli,Veco qaza,0.6614311622946739,#768193,4678899062.2948,98.40399,4,Main Sequence,98
101525,Modo wute,Fofa bezu,5.166949594801533,#573F07,2436407077.159801,62.664368,10,Giant,62
101529,Lexa lule,Pamo nidi,1.1114032243129888,#9E4F6B,7995556451.096103,14.928558,2,Neutron,14
101539,Lime jaci,Xiso mule,18.497902657041124,#924C68,3288547729.4174566,86.13655,0,Main Sequence,86
101540,Befi xuje,Siva gubi,49.06566934362587,#CDB1D5,1274021964.3540938,4.351597,0,Neutron,4
101543,Geyo haba,Pudi havo,43.189508249112635,#87632F,3068484689.574472,63.159374,13,White Dwarf,63
101552,Jiba leni,Koni rase,2.3880065395216885,#54EF82,5867080220.83205,47.051273,8,Main Sequence,47
101555,Kayi vadi,Saqe fogi,30.588283798801154,#445887,12408811944.749662,77.14796,13,Supergiant,77
101558,Womo waqi,Leji puba,17.822125648934957,#0799DA,12969833264.27075,91.67496,14,Neutron,91
101561,Linu daji,Keza juse,41.600491670932364,#59D153,7376375390.221716,0.8557494,19,Neutron,0
101562,Puki yisu,Kule laje,22.108693268277353,#F5D204,10793879009.292992,54.272377,9,Red Dwarf,54
101564,Puxu fole,Suno wuze,49.268730750167734,#400E66,12884369064.301182,41.039078,19,Giant,41
101568,Gaca tubi,Rera himi,6.377328474962908,#C89F31,12327482642.0722,86.84375,1,Neutron,86
101569,Yumo xivi,Meyu kano,41.741480661241724,#2ED2A2,12272113336.554777,2.835427,19,Red Dwarf,2
101575,Lotu huna,Jovi maka,11.240908804735083,#0B2294,3035940485.7205157,43.876076,6,Red Dwarf,43
101577,Bavu dudu,Widu jade,24.370578448795463,#EB9E98,10057287971.546165,88.35078,17,Red Dwarf,88
101579,Kiki mabu,Zero nija,26.087980315428503,#3E3F3B,6569314049.138076,66.63248,6,White Dwarf,66
101589,Ludo suwe,Wuce hata,42.758344500480646,#EFBF36,12087497888.198513,94.45973,13,Giant,94
101590,Fopi toni,Leki vufu,42.07652310310166,#96D935,11085940907.414019,86.502815,13,Neutron,86
101593,Fuyo xuha,Pado kefe,22.80299691646962,#BF7C29,12717475215.383108,60.46433,9,White Dwarf,60
101595,Tiba duxo,Nobo pegi,39.37580269952752,#3862E3,10837825135.095276,15.8503895,5,Giant,15
101597,Musu wepa,Cone kepo,25.37369910907069,#7C1ACD,897829526.5234106,55.80345,18,Main Sequence,55
101603,Qedo peca,Feca qewe,18.654903076350337,#076038,984335270.4598765,92.60936,17,Main Sequence,92
101607,Qeda wove,Dahi paja,6.861188841154284,#0F8FAA,9010162792.548428,13.307187,5,Neutron,13
101617,Tamu pedo,Xoni febu,43.809440307607765,#27123B,3183693629.074282,39.341946,15,Main Sequence,39
101623,Kowu gafi,Maga buzi,21.999881556989223,#25166B,11197874751.267841,64.366684,19,Red Dwarf,64
101625,Foyo wezi,Yibo celo,19.600910884180216,#397E28,3401384062.2087946,76.92131,2,Giant,76
101626,Zequ pawo,Bewe hore,17.343924504237165,#C17E55,365546461.18884516,51.37979,12,White Dwarf,51
101630,Jake qeqi,Ceki mawi,11.626116493670274,#FC9CAB,1048085617.7664547,87.86187,3,Supergiant,87
101631,Yexi veze,Xudu tiso,8.108868458841046,#5341BD,11104650676.15725,51.55413,16,White Dwarf,51
101638,Cepa fami,Wede bisu,12.60160351263525,#30430B,4248407322.898616,3.4174695,4,Supergiant,3
101640,Tezi puyi,Ruru caqi,3.068241598337057,#28B5A0,8427208143.257636,8.724748,7,Main Sequence,8
101648,Luna goma,Zuse veqe,31.787499988254318,#436A7C,11284459772.141033,91.037575,3,White Dwarf,91
101655,Voqu nida,Fuvi lage,16.932708525319043,#94CDFD,4637899524.828542,90.846504,0,White Dwarf,90
101656,Xexa rahi,Haba wihe,17.5945027426239,#853A03,2284721475.824519,24.537382,10,Giant,24
101668,Kujo pewa,Xebe nogo,15.440983587469814,#874C5C,4049978487.155395,44.34275,3,White Dwarf,44
